1.936767249999999940e-01	8.717773588000000018e+00	5.986316799999999994e-01	nan	7.831960319999999864e-01	6.941192134903053440e-310	1.143991709000000023e+00	1.240993977000000026e+00	nan	6.941192134912539501e-310	nan	nan	6.053378100000000178e-02	8.324543570999999531e+00	6.941201120906570103e-310	7.235623837000000336e+00	nan	nan	1.795823719999999901e-01	nan	3.586122989999999788e+00	8.730908689999999694e+00	1.541710049999999999e-01	2.834900140999999874e+00
2.672145369999999742e-01	8.165163645999999886e+00	nan	2.542613999999999898e-03	nan	7.833487499999999826e-02	nan	8.402458230000000583e+00	nan	nan	7.660392760999999773e+00	2.542613999999999898e-03	2.781032199999999843e-02	2.542613999999999898e-03	1.220477103999999979e+00	3.142666101000000101e+00	2.533062220000000142e+00	9.834150670000000316e-01	8.752347288999999364e+00	6.954375266999999639e+00	1.296006082999999975e+00	9.014531131000000030e+00	8.747480800000000112e-02	nan
5.208058699999999763e-02	1.514508485999999987e+00	8.619237044000000125e+00	nan	1.583003640000000045e+00	6.941192134971827378e-310	2.518679856999999966e+00	nan	nan	6.941201120504203041e-310	nan	nan	5.433860000000000079e-02	8.754744327999999243e+00	3.605936139909754538e-316	nan	nan	nan	6.941192134983684954e-310	nan	2.980663776000000098e+00	nan	3.919971399999999662e-02	nan
6.090715199999999913e-02	8.006595166000000319e+00	2.464420795000000108e+00	2.747059107000000111e+00	8.323013746000000879e+00	6.772029400000000032e-02	5.683910846999999933e+00	1.811544776000000079e+00	2.063686131999999951e+00	8.104518586999999386e+00	nan	2.542613999999999898e-03	4.913233599999999868e-02	8.767333126000000476e+00	nan	3.419522524000000008e+00	nan	2.666912316999999977e+00	2.099538450000000001e-01	7.126125336000000310e+00	2.781574487999999956e+00	8.549038250000000616e+00	1.668103489999999967e-01	2.656301497999999928e+00
1.479298920000000073e-01	9.311957360000000516e-01	9.813462900000000100e-02	1.316161899999999940e-01	nan	6.766880999999999591e-02	nan	nan	nan	6.535492897000000134e+00	nan	8.071470000000000727e-03	4.255218100000000142e-02	3.291958600000000068e-02	8.630770133000000399e+00	8.761174436999999315e+00	nan	nan	2.480028868000000219e+00	nan	1.912146091000000103e+00	3.713824033999999941e+00	4.200965499999999991e-02	7.034202809999999806e-01
3.783349389999999812e-01	8.700654504999999261e+00	3.030215024999999951e+00	nan	8.536011501000000834e+00	3.502851399999999671e-02	3.137956860000000181e-01	nan	nan	7.936809059999999638e-01	1.931174517000000090e+00	nan	1.080373999999999918e-02	2.998874300000000173e-02	5.100997689999999807e-01	2.841043948999999902e+00	3.420485257999999806e+00	nan	1.495749349999999922e-01	6.953055381999999618e+00	1.480177521999999968e+00	6.865006689999999523e-01	3.176075999999999899e-02	8.711223008999999351e+00
1.297971900000000067e-01	3.062427939999999849e-01	1.206146479000000049e+00	1.876256107999999978e+00	8.234050367000000037e+00	7.019445899999999794e-01	nan	4.352923329999999758e-01	nan	2.511436701000000049e+00	3.253212929000000031e+00	4.135316010000000264e-01	7.368038600000000049e-02	8.204220052000000152e+00	8.540805344000000687e+00	7.029813289999999881e+00	7.583794117000000057e+00	8.264207247999999950e+00	5.088287000000000226e-01	nan	8.207641332999999761e+00	8.603204735000000269e+00	5.297013520000000142e-01	1.545570254000000032e+00
2.805288140000000152e-01	5.267667293999999778e+00	2.921969890999999819e+00	nan	8.381701337000000862e+00	1.765539650000000071e-01	nan	8.749792573000000573e+00	nan	8.565154597999999453e+00	nan	2.114323820000000020e-01	2.153517010000000065e-01	nan	nan	nan	7.682827950000000072e+00	6.941192135367079895e-310	3.963266910000000087e-01	6.876547336999999871e+00	8.026103129999999197e+00	2.520377397999999936e+00	5.692356500000000236e-02	6.941195041449351158e-310
2.189408989999999944e-01	8.212996524999999437e+00	8.197375441000000151e+00	nan	8.840923608000000655e+00	0.000000000000000000e+00	1.788302778999999898e+00	nan	1.025165019999999955e-01	6.941192135386052016e-310	2.164914369999999977e+00	1.066243499999999962e-02	1.028217379999999959e-01	4.573024800000000112e-02	6.941192135397909591e-310	3.795654535000000163e+00	nan	8.007722953000000032e+00	6.941192135407395652e-310	nan	2.152258634999999920e+00	nan	2.921456989999999809e-01	8.797932488000000717e+00
2.445675129999999864e-01	8.520771484999999146e+00	1.489487052000000089e+00	1.083387509999999970e-01	4.118249416000000274e+00	4.022376839999999842e-01	8.074384869999999381e+00	8.374241953000000294e+00	nan	nan	nan	2.542613999999999898e-03	4.767135200000000017e-02	1.053923499999999923e-02	5.758182410000000084e-01	8.447451893000000211e+00	nan	3.316851616000000114e+00	4.983969030000000022e-01	3.127674102999999928e+00	1.632293940000000054e+00	8.669612038000000354e+00	1.145905700000000027e-01	nan
2.839682399999999829e-01	1.846689939000000003e+00	nan	2.328737080000000126e-01	nan	1.182620229999999939e-01	nan	8.254107599999999323e+00	nan	8.214055727999999945e+00	nan	1.558147999999999998e-02	6.498462700000000314e-02	2.542613999999999898e-03	nan	7.526344298999999793e+00	nan	2.197942019000000080e+00	1.470860599999999963e+00	6.152579784000000274e+00	8.229923852000000650e+00	8.485849565000000538e+00	8.717033300000000262e-02	nan
1.808529000000000039e-02	4.163712024999999706e+00	4.898123263999999644e+00	nan	nan	1.693551990000000118e-01	nan	8.038060305000000128e+00	7.740103010000000117e-01	7.240075470000000291e-01	8.418219770000000324e+00	2.542613999999999898e-03	1.231643500000000058e-02	nan	4.072871800000000264e-01	2.789777994000000039e+00	8.134110117000000528e+00	7.102776051000000201e+00	1.942922029999999967e-01	3.610349600000000159e-01	3.246451138999999930e+00	5.939018130000000006e-01	3.111422959999999849e-01	1.614992141999999964e+00
3.432210090000000213e-01	nan	1.790827632000000058e+00	1.226856112000000110e+00	1.207963228000000111e+00	6.941192135531504942e-310	nan	3.431549369999999932e-01	nan	nan	nan	2.542613999999999898e-03	6.013283900000000043e-02	1.838771100000000103e-01	nan	3.450323819999999930e+00	nan	nan	1.323017716000000066e+00	8.098523288000000875e+00	8.005974884000000458e+00	8.447339109999999707e+00	9.055811900000000636e-02	2.456981181999999819e+00
1.504899560000000081e-01	8.043994422999999117e+00	2.698429520000000248e-01	8.143182100000000145e-02	8.040614407999999713e+00	1.497147380000000139e-01	nan	3.254554748999999969e+00	nan	3.652579783999999830e+00	7.375132083999999644e+00	1.135717699999999955e-02	4.371772000000000158e-02	2.542613999999999898e-03	2.720161437999999876e+00	5.987625121999999855e+00	4.208201885000000253e+00	2.027949539999999995e-01	3.597560519999999928e-01	8.013059140999999386e+00	8.631878499999999788e-01	4.131525517000000036e+00	3.020820320000000003e-01	8.102954436999999288e+00
1.643964649999999916e-01	6.276461479999999593e-01	1.160511016999999923e+00	nan	2.542613999999999898e-03	6.941192135602650395e-310	nan	nan	1.223903774999999916e+00	6.941201121097081816e-310	nan	2.542613999999999898e-03	2.455149200000000115e-02	nan	8.161316205000000323e+00	1.995349169000000034e+00	nan	2.634270429999999941e+00	5.814976689999999948e-01	nan	5.977510209999999935e-01	8.240357361999999242e+00	3.982366200000000273e-02	2.042734622999999861e+00
1.794076259999999867e-01	8.419621469999999164e+00	nan	nan	nan	3.729757369999999739e-01	nan	nan	nan	nan	8.390719613999999993e+00	2.558291899999999910e-02	1.009729280000000035e-01	8.860050456999999824e+00	nan	3.016013383999999853e+00	nan	nan	9.108752610000000471e-01	8.036559525999999565e+00	3.027561903000000054e+00	8.906422598000000690e+00	1.659411640000000021e-01	nan
4.143225799999999959e-02	8.731296965000000299e+00	nan	3.465513290000000191e-01	nan	1.440116469999999926e-01	nan	8.785079021999999682e+00	nan	nan	nan	2.542613999999999898e-03	6.519019600000000580e-02	3.489406400000000241e-02	nan	8.005800769000000372e+00	7.817465304999999809e+00	6.986214520000000316e-01	9.037688401000000482e+00	nan	6.841276169000000351e+00	8.543903854999999936e+00	2.741101089999999907e-01	8.066042893000000547e+00
3.079683700000000052e-02	8.735670688000000794e+00	nan	1.164510130999999893e+00	8.986290130000000431e+00	6.085788500000000045e-02	6.815227032000000129e+00	8.644919666999999919e+00	nan	8.225344172999999870e+00	3.030235799999999813e+00	8.888106999999999258e-03	5.440982099999999710e-02	2.542613999999999898e-03	8.182728064999999162e+00	2.132750000000000146e+00	nan	3.544119119999999956e+00	1.472401022999999975e+00	8.000000000000000000e+00	1.331494900000000037e+00	1.251770615999999947e+00	4.987586299999999945e-02	2.095184087999999889e+00
7.750237699999999730e-02	3.299131154999999982e+00	8.281335390000000629e+00	8.680621803999999386e+00	2.394717693000000036e+00	4.417993130000000268e-01	nan	8.692716261999999361e+00	nan	8.150643814000000376e+00	8.057238218000000174e+00	2.542613999999999898e-03	5.156889199999999812e-02	8.272846487000000693e+00	1.144818544000000049e+00	8.102258868999999919e+00	nan	6.212217330999999731e+00	8.027367921999999822e+00	8.012370157999999520e+00	1.762624144999999976e+00	9.106064566000000582e+00	1.103730558999999944e+00	2.060424089000000070e+00
4.725407059999999770e-01	8.709852234999999609e+00	1.122135520000000053e+00	8.884952069999999535e-01	5.132015939999999832e-01	0.000000000000000000e+00	nan	1.667333007000000089e+00	1.548313617999999892e+00	6.941192135774189987e-310	4.133451939000000408e+00	7.532813400000000492e-02	4.325253899999999957e-02	1.646963715999999911e+00	6.941192135786047563e-310	2.541533708999999863e+00	nan	2.402731419000000201e+00	1.839582469999999914e-01	8.125815592000000365e+00	2.297744036000000101e+00	1.838894605999999987e+00	9.728243899999999833e-02	1.830445169999999955e+00
7.202097769999999954e-01	2.117016077000000163e+00	1.977149250000000136e-01	3.795009549999999732e-01	8.806416586999999296e+00	2.521388199999999996e-02	3.124132159999999936e-01	8.910315346999999164e+00	8.050027490000000174e-01	2.542613999999999898e-03	1.074234246999999920e+00	1.170276500000000039e-02	6.205012000000000201e-03	1.040253000000000011e-02	2.929170131999999871e+00	7.929537300000000233e-01	3.653612374999999801e+00	5.820693969999999773e+00	1.101508616999999912e+00	2.614011049000000142e+00	9.071293470000000303e-01	3.134953021999999923e+00	9.421442999999999832e-03	8.815513249999999967e-01
2.220552599999999974e-02	nan	2.541367768999999832e+00	8.296634544999999861e+00	2.553803444000000145e+00	1.033951860000000000e-01	3.791780709999999832e+00	nan	nan	1.900959373000000063e+00	8.903125595000000558e+00	9.094583999999999308e-03	1.208158999999999969e-02	5.292741599999999796e-02	8.781573376000000763e+00	8.786033476000000064e+00	4.153167725000000310e+00	nan	2.248883485999999987e+00	8.238699151000000498e+00	4.351612329999999806e-01	2.629908561999999783e+00	6.560508900000000532e-02	3.582254648000000152e+00
7.302544299999999544e-02	2.750051319999999855e-01	3.093264818000000194e+00	2.694866180000000000e+00	1.775448560999999925e+00	6.941192135881698672e-310	9.242966538999999315e+00	nan	nan	nan	1.977785109999999902e+00	2.001020099999999829e-02	9.405487799999999454e-02	8.418642987000000133e+00	5.905437946000000160e+00	nan	nan	nan	9.467284839999999591e+00	nan	nan	8.872846812000000583e+00	3.379252911000000026e+00	1.228989482000000022e+00
8.627671000000000645e-02	1.181465506999999970e+00	4.551605000000000345e+00	2.141568422000000194e+00	3.724840400000000162e+00	7.200410000000000421e-01	nan	nan	nan	nan	nan	1.858137699999999962e-02	4.492296999999999957e-02	2.542613999999999898e-03	nan	3.412264599999999870e+00	8.372316469999999455e+00	nan	1.465755799999999942e+00	nan	7.527783999999999587e-01	2.959561585999999966e+00	1.664079199999999981e+00	1.773178815999999935e+00
2.132846399999999837e-02	9.065175209999999595e+00	nan	nan	2.978539467000000052e+00	6.941192135957587155e-310	nan	2.044320259999999889e-01	nan	8.138304192999999742e+00	nan	7.013516000000000021e-03	3.053071499999999994e-02	nan	9.928616879999999645e-01	7.183713435999999675e+00	nan	nan	8.669332634999999954e+00	7.585767268999999757e+00	nan	8.810607540999999543e+00	1.298082769999999997e-01	7.054640293000000284e+00
2.637073400000000123e-01	8.542888841999999983e+00	3.270159659999999913e-01	nan	7.389492389999999800e-01	5.311401000000000316e-03	3.106809854999999843e+00	nan	2.891720294999999830e+00	nan	1.860834121999999979e+00	8.790219000000000157e-03	3.298605200000000182e-02	8.963079472000000436e+00	nan	nan	nan	nan	2.630423310000000181e-01	8.344521814000000148e+00	8.863114709999999619e-01	9.851343040000000162e-01	2.127194400000000096e-01	2.306582928000000088e+00
1.842461820000000083e-01	8.889076259999999507e+00	2.507880688000000191e+00	3.109814519999999916e-01	7.366518973999999886e+00	1.964322029999999997e-01	9.104693470000000843e+00	nan	nan	8.390072636999999389e+00	nan	3.602188999999999999e-03	8.334607600000000505e-02	2.542613999999999898e-03	4.510300636000000196e+00	6.728606701000000356e+00	nan	4.880403580000000074e-01	1.824353639999999888e-01	1.827238917000000074e+00	1.240136504000000084e+00	8.766764394999999155e+00	3.821790219999999794e-01	nan
2.002800849999999966e-01	nan	4.992047250000000158e-01	2.400215860000000090e-01	nan	6.941201121801421801e-310	nan	nan	nan	nan	nan	4.356126000000000095e-03	7.697968900000000392e-02	5.667637999999999843e-02	1.099745511999999925e+00	nan	nan	nan	8.063882909000000154e+00	nan	nan	3.828689574999999845e+00	9.758703400000000305e-02	5.531951189999999574e-01
8.123876200000000602e-02	8.839999133999999259e+00	3.534188746999999964e+00	nan	nan	1.553663533194675945e-318	9.266074331000000441e+00	nan	nan	nan	nan	1.161005000000000023e-02	7.687802600000000208e-02	1.406331959999999881e-01	9.112115633000000159e+00	6.747807026000000263e+00	nan	nan	8.703531630000000519e+00	6.941192136122012202e-310	8.006002525999999619e+00	8.558722307000000029e+00	2.540089489999999839e-01	6.374197006000000165e+00
5.810478699999999802e-02	6.213210583000000398e+00	nan	nan	8.366984247999999624e+00	1.676022649000000087e+00	8.301139159999999961e+00	8.728100214999999551e+00	nan	nan	nan	2.542613999999999898e-03	2.761070399999999980e-02	9.722803999999999822e-03	nan	3.077484130999999845e+00	nan	2.985074281999999801e+00	9.039171909000000227e+00	nan	8.993867039999999813e-01	2.124785661999999853e+00	2.867123127000000160e+00	nan
7.990384099999999767e-01	4.192019463000000279e+00	nan	nan	nan	4.774792099999999873e-02	nan	5.392519474000000201e+00	nan	nan	nan	2.542613999999999898e-03	3.976686699999999741e-02	nan	8.035946502999999908e+00	8.108772012999999390e+00	nan	nan	8.233942617000000297e+00	nan	nan	9.020644933999999893e+00	1.497045459999999939e-01	nan
2.753297089999999780e-01	nan	1.610194563999999939e+00	nan	nan	4.676781599999999678e-02	nan	8.000893638999999169e+00	nan	nan	nan	1.061484099999999986e-02	1.154584300000000008e-02	nan	8.530419302000000314e+00	3.913347482999999905e+00	3.342267035999999969e+00	2.152697562999999814e+00	8.420441779000000793e+00	nan	2.033646345000000188e+00	8.632201821000000663e+00	5.459616300000000311e-02	2.201497078000000052e+00
nan	nan	nan	nan	nan	2.354773880000000097e-01	4.606862067999999866e+00	nan	nan	nan	nan	nan	9.106170399999999332e-02	nan	nan	nan	nan	nan	nan	nan	8.243600052999999761e+00	nan	8.919761779999999529e-01	1.598887444000000047e+00
