2.280784399999999934e-01	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	nan	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	nan	8.000000000000000000e+00	2.542613999999999898e-03	7.514818800000000465e-02	8.000000000000000000e+00	nan	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	3.001203775000000018e+00	2.653239011999999786e+00	1.482748690000000036e-01	5.601102351999999840e+00
3.297016919999999907e-01	2.329924107000000078e+00	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	8.076466599999999885e-02	8.000000000000000000e+00	7.847305298000000207e+00	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	8.228041999999999648e-03	2.768821499999999866e-02	8.000000000000000000e+00	8.000000000000000000e+00	3.772895575000000168e+00	8.000000000000000000e+00	8.000000000000000000e+00	5.365866661000000093e+00	6.819240093000000336e+00	4.144045829999999597e+00	5.879253863999999830e+00	9.905875499999999834e-02	8.000000000000000000e+00
5.303809400000000090e-02	2.682129859999999866e+00	4.597949504999999881e+00	8.000000000000000000e+00	8.000000000000000000e+00	nan	3.267752408999999858e+00	8.000000000000000000e+00	8.000000000000000000e+00	nan	8.000000000000000000e+00	2.542613999999999898e-03	6.895798399999999995e-02	5.870590209999999587e+00	nan	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	nan	8.000000000000000000e+00	2.827590942000000052e+00	2.292473289999999997e-01	3.929398199999999813e-02	8.000000000000000000e+00
7.082278999999999658e-02	5.002314090999999685e+00	3.192236662000000003e+00	8.000000000000000000e+00	2.439512490999999894e+00	6.704437000000000590e-02	8.000000000000000000e+00	2.307767629999999848e+00	8.000000000000000000e+00	7.475354670999999840e+00	8.000000000000000000e+00	2.920166999999999988e-03	4.879194099999999840e-02	8.000000000000000000e+00	8.000000000000000000e+00	7.235603808999999664e+00	8.000000000000000000e+00	3.738452435000000129e+00	1.064665556000000013e+00	7.166136264999999561e+00	2.473094462999999799e+00	5.962202072000000186e+00	1.735018339999999937e-01	3.398403405999999904e+00
1.500944939999999950e-01	1.736181377999999942e+00	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	6.956872299999999898e-02	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	2.500000000000000052e-03	8.150625999999999705e-02	8.000000000000000000e+00	8.000000000000000000e+00	5.662527083999999711e+00	8.000000000000000000e+00	8.000000000000000000e+00	2.779998302000000088e+00	8.000000000000000000e+00	2.217580794999999938e+00	3.313957452999999997e+00	4.371729099999999840e-02	4.168947697000000119e+00
4.225712420000000136e-01	4.260821819000000232e+00	7.261883259000000201e+00	8.000000000000000000e+00	4.232964516000000010e+00	3.499203900000000256e-02	3.328926859999999932e-01	8.494762270000000282e-01	8.000000000000000000e+00	1.910434364999999968e+00	1.890523672000000044e+00	2.542613999999999898e-03	1.150313399999999993e-02	8.000000000000000000e+00	8.475803140000000013e-01	2.389772177000000219e+00	3.275441885000000219e+00	1.699568575000000026e+00	1.830576060000000116e-01	6.382560729999999793e+00	8.404492740000000239e-01	7.909072639999999987e-01	3.380842900000000095e-02	5.612644195999999752e+00
1.517988000000000115e-01	8.000000000000000000e+00	1.071310042999999990e+00	8.000000000000000000e+00	2.325097321999999966e+00	7.408179040000000271e-01	8.000000000000000000e+00	1.057461143000000048e+00	8.000000000000000000e+00	8.000000000000000000e+00	5.591301918000000093e+00	2.045610850000000036e-01	8.745405800000000118e-02	1.454271673999999903e+00	6.699622631000000439e+00	7.862992286999999969e+00	7.150411129000000088e+00	8.000000000000000000e+00	1.062345743000000065e+00	8.000000000000000000e+00	6.659093379999999840e+00	4.258596897000000325e+00	5.125873680000000432e-01	2.567039489999999979e+00
2.795302270000000200e-01	7.613147736000000165e+00	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	2.092201409999999984e-01	8.000000000000000000e+00	7.178035258999999613e+00	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	2.133125070000000123e-01	2.376862020000000131e-01	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	nan	6.630919455999999990e+00	7.393810271999999628e+00	8.000000000000000000e+00	8.000000000000000000e+00	7.082496600000000309e-02	nan
2.349526289999999962e-01	3.888340949999999907e+00	4.491486549000000217e+00	8.000000000000000000e+00	7.721388339999999850e+00	nan	8.000000000000000000e+00	5.226619907999999981e+00	4.198560500000000223e-02	nan	8.000000000000000000e+00	2.500000000000000052e-03	1.127562520000000013e-01	8.000000000000000000e+00	nan	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	nan	8.000000000000000000e+00	2.379003524999999897e+00	5.344664810000000488e-01	3.172699809999999787e-01	2.245139598999999819e+00
3.754012580000000154e-01	4.950635909999999917e+00	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	5.028229950000000503e-01	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	5.635250228000000305e+00	8.000000000000000000e+00	9.948481000000000338e-03	5.073104400000000291e-02	5.444446210000000175e-01	5.339308262000000305e+00	6.236500262999999933e+00	8.000000000000000000e+00	5.313370704999999639e+00	1.020218134000000054e+00	8.000000000000000000e+00	2.532259464000000015e+00	8.000000000000000000e+00	1.218911109999999964e-01	8.000000000000000000e+00
2.821749450000000103e-01	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	1.246960160000000067e-01	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	6.852528571999999762e+00	8.000000000000000000e+00	1.020778699999999942e-02	6.885213399999999540e-02	3.778833750000000213e-01	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	1.416327952999999917e+00	8.000000000000000000e+00	6.509103774999999814e+00	7.689665318000000305e+00	8.654926000000000286e-02	8.000000000000000000e+00
2.967588200000000065e-02	5.150311946999999613e+00	6.074995517999999706e+00	8.000000000000000000e+00	8.000000000000000000e+00	1.668341610000000086e-01	8.000000000000000000e+00	7.399832725999999639e+00	8.000000000000000000e+00	1.081994413999999960e+00	8.000000000000000000e+00	6.528344000000000161e-03	2.381407799999999894e-02	5.230654849999999634e+00	8.000000000000000000e+00	3.820780753999999835e+00	8.000000000000000000e+00	8.000000000000000000e+00	3.312755230000000162e-01	5.308588149999999839e-01	2.659318923999999917e+00	6.395160560000000549e-01	4.193830490000000077e-01	1.636199594000000035e+00
3.395448629999999746e-01	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	nan	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	3.566901999999999833e-03	6.320968300000000262e-02	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	2.616527318999999796e+00	8.000000000000000000e+00	8.000000000000000000e+00	8.000000000000000000e+00	8.375284800000000474e-02	8.000000000000000000e+00
